Replicas de los vectores de pesos medios y proporción de hembras maduras
edades,NSIM
7,5000
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
0.0349,0.145,0.3146,0.5432,0.8275,1.1647,1.5521,0,0.03288,0.39491,0.4975,0.5,0.5,0.5
